covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
has_mutation,-1.599460572892126,0.2020054558288159,2.094025592161981,-5.703675316234769,2.504754170450516,0.003333690547210338,12.240549507138475,0.0,-0.7638209288744937,0.44497396297690006,1.168207173601746
age,-0.009814648637096295,0.9902333578428911,0.10007804540644533,-0.20596401327689334,0.18633471600270074,0.8138623639954733,1.2048254672583205,0.0,-0.09806994728200599,0.9218767510592798,0.11735421030770177
